,job,company,location,salary,description
0.0,Research Analyst III,        Vencore,"McLean, VA",,Demonstrated ability to extract data contained in large databases and analyze that data to derive meaningful information....
0.0,Summer Intern - Geospatial Big Data,        Verisk Insurance Solutions,"Lexington, MA",,"Big data analysis:. Perform analysis and management of a variety of terabyte scale proprietary data resources – satellite, weather, economic and climate data...."
0.0,Engineering Scientist - QA Lead,        University of Texas at Austin,"Austin, TX","$6,250 - $10,833 a month","Working w/new technology, being highly organized, planning/coordinating multiple tasks, effective time management, attention to detail, effective problem..."
0.0,Senior Research Analyst,    The Burgess Group LLC,"West Hartford, CT",,"This role involves providing support to the Research and Data Team, Developers, QA and others through a high level of proficiency in Medicare/Medicaid..."
0.0,"Manager 1, BI - Data Scientist",        Comcast,"New York, NY 10001 (Chelsea area)",,"Both quantitative and qualitative data, building recommendations that. Making recommendations based on strategic understanding of the data...."
0.0,Sr. Research Data Analyst,        Johns Hopkins University,"Baltimore, MD",,"Research Data Analysts) are core to the implementation of data management, performance. Supervise data analysis and maintenance...."
0.0,Program Coordinator - Public Health Data Analyst,        Cherokee Nation Businesses,"Silver Spring, MD 20904",,Program Coordinator - Public Health Data Analyst/Epidemiologist. We are seeking a data scientist with a public health/epidemiology background to provide program...
0.0,Sr Statistical Programmer,        PRA Health Sciences,United States,,Experience performing statistical analyses on data required. Demonstrates a strong knowledge and understanding of analysis data structure standards (ADaM) and a...
0.0,Machine Learning Software Engineer,        Intel,"Santa Clara, CA 95052",,Will have the opportunities to work on high profile projects like world-class data science projects at NERSC Big Data Center or Argonne National Lab and other...
0.0,Sprout Social - Senior Data Scientist,    Illinois Technology Association,"Chicago, IL",,We’re looking for an outstanding Senior Data Scientist to join our team of curious data scientists and engineers....
0.0,Research Scientist,        Syngenta,"Durham, NC",,"Research Scientist (1701156). Generate, analyze and interpret data; Interact with scientists and technical staff to coordinate and lead trait efficacy testing..."
0.0,Research Laboratory Technician Senior / Intermediate,        University of Michigan,"Ann Arbor, MI",,"Data entry and basic data analysis (graphs, basic statistics). Support laboratory scientists with research projects...."
0.0,Senior Statistical Programmer,"    Agility Clinical, Inc","Carlsbad, CA",,"Generate analysis datasets, tables, figures, and listings to support the analysis of clinical trials data...."
0.0,Lead Data Scientist - iam Bank,    1871,"Chicago, IL",,You are a experienced data scientist who has analysed and created complex algorithms that consider thousands of moving data points....
0.0,Research Scientist/Health Economics and Financing Researcher,        MIT,"Cambridge, MA",,"Experience with large scale data analytics, image processing, machine learning, and data visualization desirable...."
0.0,Advance Medical Technologist,"        Veterans Affairs, Veterans Health Administration","Augusta, GA","$53,925 - $70,103 a year","Verifies abnormal data; Corrects data entry errors as required; Candidates MUST currently possess the appropriate certification as a Medical Technologist,..."
0.0,Senior Software Developer - Data,"    Udacity, Inc.","Mountain View, CA 94040",,Ability to translate the algorithms provided by data scientists and implement them in production. Airflow - Data pipelines and ETL....
0.0,Marketing Analyst – Cell Press,        LexisNexis,"Cambridge, MA",,Data Collection/ Analysis:. Map the customer journey driven by data. Are you passionate for understanding customer behavior using data and analytics?...
0.0,Digital Analytics Implementation Engineer,        Pluralsight,"Farmington, UT 84025",,Ensure teams are educated about the quality of data and what it will enable regarding data insights. Complex data excavation using regular expressions....
0.0,BUSINESS SPECIALIST / 40 HOURS / ROTATING - BWH EMERGENCY DEPARTMENT,        Brigham & Women's Hospital(BWH),"Boston, MA",,"Computer knowledge and data entry experience required. We are inspired by our patients' courage, our caregivers' compassion, and our scientists' curiosity...."
0.0,Senior E-commerce Research Analyst,    Concordis,"Seattle, WA 98144 (Mount Baker area)",,"Proven ability to transform data into actionable insights. Experience in data mining with large, complex datasets and SQL knowledge...."
0.0,"Research Associate, Corn Research",        DuPont,"Algona, IA",,Review collected data by utilizing available data quality checking tools and software. Manage phenotypic data with proprietary software....
0.0,Data Science Co-op (Lehi),        Ancestry,"Lehi, UT",,Drive the collection of new data and the refinement of existing data sources. Work closely with a product engineering team and data scientists to identify and...
0.0,"Sr. Scientist / Group Leader, Bioinformatics",        Genentech,"South San Francisco, CA",,
0.0,Save lives building data science infrastructure,    Blue Owl,"San Francisco, CA",,
0.0,Marvelous Machine Learning & Analytics Developer,        Parsons Corporation,"Columbia, MD",,
0.0,Machine Learning Engineer,    SIOS Technology,"Lexington, SC 29072",,
0.0,Silicon Photonics Data Scientist,    Intel,"Santa Clara, CA 95052",,
0.0,"Sr. Scientist / Group Leader, Bioinformatics",    Genentech,"South San Francisco, CA",,
0.0,Marvelous Machine Learning & Analytics Developer,    Parsons Corporation,"Columbia, MD",,
0.0,Principal Data Scientist,        Aetna,"Hartford, CT 06156",,
0.0,Statistical Data Mining Analyst/Cognos,        Convergys,"Washington, DC",,"Data Integration, Data Mapping, ETL. 1-5 year hands on experience Logical Data Modeling (3NF). Comprehensive Knowledge of Bill Inmon's Data Modeling Concepts..."
0.0,Data Scientist Intern,        Intel,"Hillsboro, OR 97124",,"DCG E&G's Business Insight & Strategy team is looking for a data scientist intern who will use predictive modeling, data mining, and other analytic techniques..."
0.0,Sr. Data Scientist / Modeler / Developer,        JD Power and Associates,"Westlake Village, CA",,"Scientist / Developer, you will create and improve existing econometricalmodels that allow extracting market insights from rich variety of data sourcesvaluable..."
0.0,Quantitative Modeling Analyst - BSA,        Regions Bank,"Birmingham, AL",,Advanced data management skills. Ability to source data and convert it into a usable form without the benefit of a fully-developed data mart....
0.0,Senior Data Scientist - Machine Learning,        MaxPoint,"Morrisville, NC 27560",,
0.0,"Data Analyst, Evaluation and Analysis",        PCORI,"Washington, DC",,"Demonstrated data cleaning, data management, and data presentation skills. Knowledge of sampling, data modeling, matching, data mining, and data analytics..."
0.0,Product Engineer - Applied Data Science,        Esri,"Washington, DC",,All work performed in this role is from the perspective of a customer-user in the role of a data scientist working on national security challenges and problems....
0.0,RESEARCH ASSOCIATE/DATA ANALYST,        East Carolina University,"Greenville, NC",,"Preparing reports, presentations, and data visualizations related to statistical analyses and University data; Technical skills necessary to extract data from a..."
